Age,Job,Marital,Education,Default,Balance,Housing,Loan,Contact,Day,Month,Duration,Campaign,P-days,Previous,P-outcome,Y
28,Technician,Single,Secondary,No,1453,Yes,No,Cellular,12,May,246,1,343,1,other,No
24,Blue-collar,Single,N/A,No,431,Yes,No,N/A,3,June,108,12,-1,0,N/A,No
30,Admin.,Single,Secondary,No,1009,Yes,No,Cellular,29,January,253,1,-1,0,N/A,No
32,Self-employed,Married,Primary,No,286,Yes,No,Cellular,6,August,175,1,-1,0,N/A,No
53,Entrepreneur,Married,Tertiary,No,22370,Yes,No,N/A,15,May,106,1,-1,0,N/A,No
42,Blue-collar,Married,Primary,No,2111,Yes,No,Cellular,7,May,86,2,-1,0,N/A,No
48,Blue-collar,Married,Primary,No,5366,Yes,No,N/A,21,May,248,3,-1,0,N/A,No
33,Technician,Married,Secondary,No,181,Yes,Yes,Telephone,28,July,265,2,-1,0,N/A,No
31,Blue-collar,Divorced,Secondary,No,-452,Yes,No,N/A,26,May,182,5,-1,0,N/A,No
56,Unemployed,Divorced,Primary,No,1770,No,No,Cellular,5,February,916,3,-1,0,N/A,No
58,Retired,Married,Primary,No,0,No,No,Cellular,4,August,506,1,-1,0,N/A,No
37,Admin.,Single,Secondary,No,-296,Yes,No,Cellular,20,April,81,1,-1,0,N/A,No
59,Management,Married,Primary,No,2358,Yes,No,Cellular,17,April,30,1,-1,0,N/A,No
50,Management,Single,Tertiary,No,1200,No,No,Cellular,14,August,904,3,-1,0,N/A,Yes
39,Housemaid,Single,Primary,No,109,Yes,No,N/A,6,May,699,3,-1,0,N/A,No
30,Technician,Married,Secondary,No,616,Yes,No,Cellular,6,May,19,1,-1,0,N/A,No
47,Services,Divorced,Secondary,No,4906,Yes,No,N/A,14,May,389,1,-1,0,N/A,No
44,Self-employed,Married,Secondary,No,313,No,No,Cellular,6,August,211,4,-1,0,N/A,No
38,Blue-collar,Married,Primary,No,290,Yes,No,Cellular,16,April,283,1,-1,0,N/A,No
50,Management,Married,Tertiary,No,1240,No,No,Cellular,12,August,474,2,-1,0,N/A,No
27,Admin.,Single,Tertiary,No,3672,Yes,No,Cellular,15,May,157,2,351,5,Failure,No
73,Retired,Married,Secondary,No,19,No,No,Cellular,5,November,509,2,-1,0,N/A,No
46,Blue-collar,Married,Primary,No,143,Yes,No,N/A,7,May,279,1,-1,0,N/A,No
56,Retired,Divorced,Secondary,No,212,No,Yes,Telephone,17,July,27,1,-1,0,N/A,No
36,Management,Married,Tertiary,No,9,No,No,Cellular,11,August,386,4,-1,0,N/A,Yes
33,Blue-collar,Married,Primary,No,3074,No,No,Cellular,18,November,679,1,-1,0,N/A,No
40,Management,Married,Tertiary,No,1734,Yes,No,N/A,2,June,169,1,-1,0,N/A,No
52,Management,Married,Tertiary,No,575,No,No,N/A,3,June,315,1,-1,0,N/A,No
51,Blue-collar,Married,Secondary,No,397,Yes,No,Cellular,20,August,293,2,-1,0,N/A,No
33,Blue-collar,Married,Secondary,No,640,Yes,No,Cellular,3,February,439,3,-1,0,N/A,No
54,Services,Married,Secondary,No,158,Yes,No,N/A,19,May,198,1,-1,0,N/A,No
44,Management,Married,Secondary,No,2984,Yes,No,N/A,15,May,770,2,-1,0,N/A,No
50,Entrepreneur,Married,Secondary,No,1011,Yes,No,Telephone,30,July,340,2,-1,0,N/A,No
45,Blue-collar,Single,Secondary,No,0,Yes,No,Cellular,26,April,1472,1,192,4,Failure,Yes
36,Management,Married,Tertiary,No,1133,Yes,No,Cellular,4,August,293,1,181,2,other,Yes
42,Technician,Married,Secondary,No,4945,Yes,No,Cellular,2,March,311,2,-1,0,N/A,Yes
37,Technician,Married,Secondary,No,712,Yes,No,Cellular,18,November,291,2,-1,0,N/A,No
28,Services,Single,Secondary,No,-427,Yes,Yes,N/A,21,May,965,2,-1,0,N/A,No
56,Admin.,Married,Secondary,No,2146,No,Yes,N/A,9,June,594,1,-1,0,N/A,No
59,Admin.,Married,Secondary,No,92,Yes,No,Cellular,12,May,139,2,350,1,Failure,No
32,Unemployed,Married,Secondary,No,10,Yes,No,N/A,6,May,501,4,-1,0,N/A,No
57,Retired,Married,Primary,No,1238,Yes,No,Cellular,15,July,274,1,-1,0,N/A,No
49,Admin.,Single,Secondary,No,981,Yes,No,Telephone,21,November,10,3,-1,0,N/A,No
56,Entrepreneur,Married,N/A,No,575,No,No,N/A,20,June,18,2,-1,0,N/A,No
48,Admin.,Divorced,N/A,No,-70,No,No,Cellular,14,May,243,1,-1,0,N/A,No
27,Student,Single,Tertiary,No,3733,Yes,No,Cellular,22,May,198,1,98,6,Success,Yes
31,Management,Single,Tertiary,No,574,Yes,No,Cellular,16,July,410,2,-1,0,N/A,No
28,Blue-collar,Single,Secondary,No,43,No,No,N/A,19,May,190,1,-1,0,N/A,No
36,Management,Married,Tertiary,No,428,No,No,N/A,28,May,121,1,-1,0,N/A,No
58,Housemaid,Married,Primary,No,0,Yes,No,Telephone,9,July,148,1,-1,0,N/A,No
46,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,20,April,239,2,259,2,Failure,No
32,Management,Single,Tertiary,No,474,Yes,No,Cellular,7,August,90,3,-1,0,N/A,No
39,Services,Married,Secondary,No,-540,No,No,N/A,6,June,29,1,-1,0,N/A,No
35,Self-employed,Married,Tertiary,No,560,Yes,No,Cellular,2,April,58,1,136,1,Failure,No
31,Management,Married,Tertiary,No,325,Yes,No,Cellular,18,July,1139,2,-1,0,N/A,Yes
29,Management,Single,Tertiary,No,437,No,No,Cellular,5,August,504,1,92,1,Success,Yes
48,Blue-collar,Married,Primary,No,574,No,No,Cellular,5,August,348,1,-1,0,N/A,No
60,Retired,Married,Primary,No,0,No,No,Telephone,30,July,130,3,-1,0,N/A,No
74,Retired,Married,Secondary,No,935,No,No,Cellular,26,January,100,1,104,1,other,No
30,Services,Married,Secondary,No,699,Yes,No,N/A,29,May,544,1,-1,0,N/A,No
52,Admin.,Single,Primary,No,0,No,No,N/A,19,May,182,11,-1,0,N/A,No
24,Blue-collar,Married,Secondary,No,-220,Yes,No,Cellular,2,April,90,1,-1,0,N/A,No
29,Services,Married,Secondary,No,11417,Yes,No,N/A,28,May,272,2,-1,0,N/A,No
33,Housemaid,Married,Primary,No,212,Yes,No,Cellular,11,July,260,2,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,67,Yes,Yes,N/A,8,May,672,3,-1,0,N/A,No
45,Admin.,Divorced,Secondary,No,0,No,No,Cellular,29,October,264,1,-1,0,N/A,Yes
31,Blue-collar,Married,Secondary,No,0,No,Yes,Telephone,15,July,275,2,-1,0,N/A,No
45,Technician,Married,Secondary,No,1673,No,No,Cellular,23,October,76,1,-1,0,N/A,No
27,Services,Married,Secondary,No,-1202,Yes,No,N/A,4,June,749,2,-1,0,N/A,No
30,Management,Single,Tertiary,No,4213,No,No,Cellular,25,August,142,4,-1,0,N/A,No
45,Blue-collar,Married,Primary,No,0,No,No,Cellular,26,August,454,2,-1,0,N/A,No
57,Blue-collar,Married,Secondary,No,1521,Yes,Yes,Cellular,18,May,102,2,178,5,Failure,No
34,Management,Married,Tertiary,No,1310,No,No,Telephone,30,January,521,3,158,7,other,No
40,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,17,November,57,1,-1,0,N/A,No
39,Management,Married,Tertiary,No,399,No,No,Cellular,9,April,504,1,-1,0,N/A,No
46,Technician,Married,Tertiary,No,405,No,No,Cellular,11,August,138,3,-1,0,N/A,No
55,Management,Divorced,Tertiary,No,9756,Yes,No,Cellular,5,June,103,2,95,1,other,Yes
25,Management,Single,Tertiary,No,2506,No,No,Cellular,17,February,485,1,-1,0,N/A,Yes
34,Management,Married,Tertiary,No,697,No,No,Cellular,5,August,166,1,-1,0,N/A,No
37,Blue-collar,Married,Primary,No,403,Yes,No,Cellular,8,May,318,2,338,1,Success,No
64,Retired,Divorced,Tertiary,No,890,No,No,Cellular,3,July,531,3,-1,0,N/A,No
45,Technician,Divorced,Secondary,No,809,Yes,No,Cellular,13,May,155,2,363,4,Failure,No
57,Housemaid,Married,Secondary,No,158,Yes,No,Telephone,10,July,73,1,-1,0,N/A,No
21,Student,Single,N/A,No,137,Yes,No,N/A,12,May,198,3,-1,0,N/A,No
58,Housemaid,Married,Secondary,No,2705,No,No,Telephone,14,August,137,1,-1,0,N/A,No
41,Blue-collar,Single,Secondary,No,75,Yes,No,N/A,1,July,479,9,-1,0,N/A,Yes
41,Management,Married,N/A,No,2457,Yes,No,N/A,9,May,285,1,-1,0,N/A,No
58,Management,Married,Tertiary,No,541,Yes,No,Cellular,8,May,98,1,-1,0,N/A,No
33,Management,Married,Tertiary,No,287,Yes,No,Cellular,15,May,199,2,274,3,other,No
32,Management,Married,Tertiary,No,273,Yes,Yes,Cellular,18,July,97,3,-1,0,N/A,No
44,Services,Divorced,Secondary,No,0,Yes,No,N/A,4,June,389,5,-1,0,N/A,No
47,N/A,Married,N/A,No,677,No,No,Cellular,7,August,384,1,99,4,Success,No
41,Self-employed,Married,Primary,No,340,No,No,N/A,6,June,37,3,-1,0,N/A,No
54,Technician,Married,Tertiary,No,98,No,No,Cellular,8,August,420,4,-1,0,N/A,No
47,Technician,Divorced,Tertiary,No,477,Yes,No,Telephone,7,May,973,1,366,1,Failure,No
32,Management,Single,Tertiary,No,2629,No,No,Cellular,28,August,77,4,-1,0,N/A,No
59,Housemaid,Married,Tertiary,No,0,No,Yes,Cellular,29,July,376,2,-1,0,N/A,No
29,Technician,Single,Tertiary,No,2325,No,No,Cellular,2,February,125,1,-1,0,N/A,Yes
48,Services,Married,Secondary,Yes,-20,No,No,Cellular,20,August,142,2,-1,0,N/A,No
32,Technician,Single,Secondary,No,230,Yes,No,Cellular,18,May,442,1,266,8,Failure,Yes
46,Management,Divorced,Secondary,No,-852,No,Yes,Cellular,29,August,728,2,-1,0,N/A,No
31,Blue-collar,Single,Primary,No,-280,No,No,N/A,21,May,281,3,-1,0,N/A,No
53,Blue-collar,Married,Secondary,No,25,No,No,Cellular,22,August,528,2,-1,0,N/A,Yes
34,Technician,Single,Tertiary,No,9851,Yes,No,Cellular,20,November,128,5,-1,0,N/A,No
48,Services,Single,N/A,No,5095,Yes,No,N/A,16,June,71,1,-1,0,N/A,No
32,Technician,Married,Secondary,No,687,No,No,Cellular,20,August,161,4,-1,0,N/A,No
31,Management,Married,Secondary,No,1368,Yes,No,Cellular,12,August,129,4,-1,0,N/A,No
27,Blue-collar,Single,Primary,No,-179,Yes,No,Cellular,15,May,54,2,-1,0,N/A,No
60,Admin.,Married,Secondary,No,-396,Yes,No,Cellular,11,May,443,1,350,1,Failure,No
34,Blue-collar,Single,Tertiary,No,1011,Yes,No,N/A,6,May,136,1,-1,0,N/A,No
52,Self-employed,Married,Secondary,No,9,No,Yes,N/A,6,June,44,1,-1,0,N/A,No
48,Blue-collar,Married,Secondary,No,1159,Yes,Yes,Cellular,15,May,1181,9,-1,0,N/A,No
45,Technician,Married,Primary,No,-322,No,No,N/A,9,June,225,2,-1,0,N/A,No
54,Technician,Divorced,Secondary,No,1114,Yes,No,Cellular,30,January,81,1,-1,0,N/A,No
52,Services,Married,Secondary,No,2072,No,No,Cellular,10,July,224,1,-1,0,N/A,No
47,Entrepreneur,Married,Tertiary,No,459,Yes,No,Cellular,29,July,189,4,-1,0,N/A,No
54,N/A,Married,Secondary,No,1157,No,No,Cellular,26,May,98,2,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,8309,Yes,Yes,Cellular,19,November,50,1,-1,0,N/A,No
39,Technician,Single,Tertiary,No,1043,No,No,Cellular,18,August,195,10,-1,0,N/A,No
46,Technician,Married,Secondary,No,2098,No,No,Cellular,7,August,110,2,-1,0,N/A,No
26,Unemployed,Single,Secondary,No,461,No,No,Cellular,28,January,214,1,-1,0,N/A,No
37,Technician,Single,Secondary,No,61,Yes,No,N/A,19,May,182,8,-1,0,N/A,No
47,Blue-collar,Married,Secondary,No,1203,Yes,No,Cellular,17,April,239,2,-1,0,N/A,No
35,Technician,Married,Secondary,No,1067,No,Yes,Cellular,12,August,179,6,-1,0,N/A,No
57,Unemployed,Married,Primary,No,0,No,No,N/A,9,June,540,1,-1,0,N/A,No
34,Management,Married,Tertiary,No,1657,Yes,No,Cellular,18,May,566,2,356,4,Failure,No
47,Technician,Married,Secondary,No,1219,No,No,Cellular,18,August,697,4,-1,0,N/A,Yes
27,Technician,Married,Secondary,No,7,Yes,No,N/A,15,May,98,2,-1,0,N/A,No
40,Blue-collar,Married,Secondary,No,-839,Yes,Yes,Cellular,16,July,1018,2,-1,0,N/A,Yes
39,Technician,Married,Secondary,No,994,No,No,Cellular,5,February,221,1,241,1,Failure,No
36,Entrepreneur,Married,Tertiary,No,6,No,No,Telephone,30,October,246,1,-1,0,N/A,No
42,Technician,Single,Secondary,No,0,No,No,Cellular,21,August,656,2,-1,0,N/A,No
23,Blue-collar,Single,Primary,No,8627,Yes,No,N/A,3,June,281,1,-1,0,N/A,No
34,Management,Married,Tertiary,No,133,Yes,No,N/A,8,May,65,1,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,247,Yes,Yes,N/A,26,May,193,5,-1,0,N/A,No
49,Services,Married,Secondary,No,1114,No,No,Cellular,17,November,283,1,-1,0,N/A,No
57,Blue-collar,Married,Primary,No,1592,No,Yes,N/A,20,June,78,4,-1,0,N/A,No
59,Retired,Married,N/A,No,0,No,No,N/A,8,May,425,6,-1,0,N/A,No
57,Admin.,Married,Tertiary,No,46,No,No,Cellular,7,August,238,2,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,1221,Yes,No,Cellular,6,May,182,1,90,8,Failure,No
61,Management,Married,Secondary,No,985,No,No,Cellular,18,August,998,6,-1,0,N/A,Yes
35,Blue-collar,Divorced,Secondary,No,0,Yes,No,N/A,8,May,477,1,-1,0,N/A,No
42,Management,Married,Tertiary,No,520,No,No,Cellular,4,November,158,1,-1,0,N/A,No
57,Services,Married,Tertiary,No,10,No,No,Telephone,8,July,320,3,-1,0,N/A,No
42,Blue-collar,Married,Secondary,No,2157,Yes,No,Cellular,13,May,149,1,364,2,Failure,No
53,Retired,Married,Secondary,No,6095,Yes,Yes,Cellular,14,May,410,5,-1,0,N/A,No
63,Retired,Married,Tertiary,No,133,Yes,No,Cellular,13,February,104,2,-1,0,N/A,No
47,Self-employed,Married,Secondary,No,1121,No,No,N/A,20,June,454,6,-1,0,N/A,No
54,Services,Married,Secondary,No,88,Yes,No,N/A,13,May,190,1,-1,0,N/A,No
45,Admin.,Married,Secondary,No,0,No,No,Cellular,19,August,145,10,-1,0,N/A,No
28,Management,Single,Tertiary,No,-328,Yes,No,Telephone,2,February,318,2,-1,0,N/A,No
58,Unemployed,Married,Secondary,No,610,Yes,No,Telephone,29,July,246,2,-1,0,N/A,No
48,Management,Single,Tertiary,No,414,No,No,Cellular,21,July,761,2,-1,0,N/A,No
35,Management,Divorced,Tertiary,No,0,Yes,No,Telephone,29,October,171,1,-1,0,N/A,Yes
37,Self-employed,Married,Tertiary,No,0,No,No,N/A,6,June,143,1,-1,0,N/A,No
37,Blue-collar,Married,Secondary,No,685,Yes,No,N/A,6,June,968,1,-1,0,N/A,No
37,Management,Married,Primary,No,22856,No,No,Cellular,2,July,154,1,388,1,Failure,No
25,Services,Single,Secondary,No,-352,No,No,Cellular,15,July,246,1,-1,0,N/A,No
58,Blue-collar,Married,Secondary,No,602,Yes,No,Cellular,13,May,201,1,-1,0,N/A,No
52,Management,Married,Secondary,No,-588,Yes,No,Cellular,22,July,81,4,-1,0,N/A,No
19,Student,Single,Secondary,No,302,No,No,Cellular,16,July,205,1,-1,0,N/A,Yes
59,Blue-collar,Married,Secondary,No,5314,Yes,No,Cellular,5,May,200,3,-1,0,N/A,No
41,Technician,Married,Secondary,No,64,Yes,Yes,N/A,8,May,210,2,-1,0,N/A,No
34,Technician,Single,Tertiary,No,632,No,No,Cellular,22,August,215,10,-1,0,N/A,No
35,Technician,Single,Secondary,No,5731,Yes,No,Cellular,4,May,164,2,167,4,other,No
41,Technician,Married,Secondary,No,902,No,No,N/A,16,June,35,6,-1,0,N/A,No
28,Blue-collar,Single,Secondary,No,6307,Yes,No,N/A,28,May,615,1,-1,0,N/A,No
53,Management,Divorced,Secondary,No,112,No,Yes,Cellular,11,August,246,3,-1,0,N/A,No
35,Services,Married,Secondary,No,0,No,Yes,Telephone,9,July,42,1,-1,0,N/A,No
33,Admin.,Single,Tertiary,No,621,No,No,Cellular,8,July,217,1,-1,0,N/A,No
37,Technician,Single,Secondary,No,435,Yes,No,N/A,26,May,210,1,-1,0,N/A,No
32,Technician,Married,Secondary,No,782,Yes,No,N/A,26,May,116,4,-1,0,N/A,No
32,Blue-collar,Married,Secondary,No,478,Yes,No,N/A,3,June,200,1,-1,0,N/A,No
54,Services,Married,N/A,No,7864,Yes,No,N/A,15,May,145,4,-1,0,N/A,No
44,Blue-collar,Married,Secondary,No,1910,Yes,No,N/A,5,June,41,1,-1,0,N/A,No
36,Technician,Divorced,Tertiary,No,1174,Yes,No,Cellular,18,November,192,2,-1,0,N/A,No
56,Admin.,Married,Secondary,No,1270,Yes,No,Cellular,17,November,80,2,165,2,other,No
30,Management,Single,Tertiary,No,18,No,No,N/A,20,May,121,11,-1,0,N/A,No
36,Blue-collar,Married,Secondary,No,141,Yes,No,N/A,23,May,106,3,-1,0,N/A,No
43,Management,Married,Tertiary,No,2886,No,No,Cellular,20,November,230,1,-1,0,N/A,No
40,Technician,Married,Secondary,No,2715,Yes,No,N/A,29,May,125,2,-1,0,N/A,No
32,Technician,Single,Tertiary,No,1100,Yes,Yes,Cellular,11,August,67,1,-1,0,N/A,No
34,Blue-collar,Married,Secondary,No,516,Yes,Yes,N/A,2,June,26,1,-1,0,N/A,No
37,Services,Married,Secondary,No,1,No,No,N/A,15,May,395,2,-1,0,N/A,No
28,Admin.,Single,Secondary,No,775,No,No,Cellular,29,January,603,2,-1,0,N/A,No
35,N/A,Married,Primary,No,634,No,No,Cellular,7,July,185,2,-1,0,N/A,No
53,Blue-collar,Single,Secondary,No,5715,No,No,Cellular,28,January,287,2,-1,0,N/A,No
60,Admin.,Married,N/A,No,1088,Yes,No,Cellular,26,May,149,1,-1,0,N/A,No
40,Entrepreneur,Married,Secondary,No,1532,Yes,Yes,Cellular,18,November,173,7,-1,0,N/A,No
57,Retired,Married,Primary,No,75,No,No,Cellular,28,August,118,2,-1,0,N/A,No
29,Technician,Single,Secondary,No,103,No,No,N/A,19,May,314,1,-1,0,N/A,No
44,Blue-collar,Married,Primary,No,134,Yes,No,Cellular,7,May,378,1,-1,0,N/A,No
41,Admin.,Single,Secondary,No,748,No,No,Telephone,21,November,94,7,130,3,other,No
47,Technician,Married,Secondary,No,1990,Yes,Yes,Cellular,25,August,108,4,-1,0,N/A,No
43,Technician,Married,Tertiary,No,192,No,No,Cellular,5,August,203,2,-1,0,N/A,No
37,Technician,Single,Secondary,No,267,No,No,Cellular,13,May,121,1,-1,0,N/A,No
34,Technician,Single,Tertiary,No,586,Yes,No,N/A,16,May,489,2,-1,0,N/A,No
30,Blue-collar,Single,Secondary,No,648,Yes,Yes,N/A,8,May,287,1,-1,0,N/A,No
57,Entrepreneur,Divorced,Secondary,Yes,25,Yes,No,Cellular,11,May,652,1,370,4,other,No
26,Admin.,Single,Secondary,No,96,Yes,No,Cellular,13,May,612,2,348,3,other,No
34,Management,Married,Tertiary,No,1116,Yes,No,Cellular,25,July,53,5,-1,0,N/A,No
46,Technician,Divorced,Secondary,No,-90,No,Yes,Telephone,17,October,270,1,-1,0,N/A,Yes
38,Entrepreneur,Married,Tertiary,No,170,Yes,No,Cellular,18,May,442,1,-1,0,N/A,Yes
37,Technician,Single,Secondary,No,3665,No,No,Cellular,12,August,664,3,-1,0,N/A,Yes
28,Management,Single,Tertiary,No,2380,No,No,Cellular,14,September,394,2,-1,0,N/A,No
57,Blue-collar,Married,Primary,No,179,No,No,N/A,9,June,230,3,-1,0,N/A,No
39,Management,Married,Tertiary,No,763,Yes,No,Cellular,11,May,877,7,300,2,other,Yes
49,Services,Married,Secondary,No,320,No,No,Telephone,9,February,1971,4,-1,0,N/A,Yes
38,Technician,Married,Secondary,No,1960,Yes,No,Cellular,21,August,161,2,-1,0,N/A,No
27,Blue-collar,Married,Secondary,No,818,Yes,No,N/A,3,June,188,5,-1,0,N/A,No
30,Admin.,Married,Secondary,No,2678,Yes,No,Cellular,18,May,23,5,-1,0,N/A,No
38,Admin.,Married,Tertiary,No,1980,No,No,Cellular,5,August,176,2,-1,0,N/A,No
36,Management,Married,Tertiary,No,1582,No,No,Telephone,3,February,26,2,197,1,Failure,No
38,Retired,Single,N/A,No,62,No,No,N/A,19,June,212,1,-1,0,N/A,No
59,Housemaid,Married,Primary,No,235,No,No,Cellular,13,August,119,2,-1,0,N/A,No
37,Management,Married,Tertiary,No,489,Yes,No,Cellular,7,August,205,5,-1,0,N/A,No
29,Self-employed,Married,Tertiary,No,3931,Yes,No,N/A,3,June,73,4,-1,0,N/A,No
43,Blue-collar,Married,Secondary,No,699,Yes,Yes,Cellular,20,November,1258,2,122,2,other,Yes
33,Technician,Married,Secondary,No,58,Yes,No,Telephone,29,August,57,2,-1,0,N/A,No
54,Housemaid,Divorced,Secondary,No,1327,No,No,N/A,5,June,115,2,-1,0,N/A,No
55,Services,Married,Secondary,No,557,No,No,N/A,19,June,58,1,-1,0,N/A,No
32,Technician,Single,Tertiary,No,741,Yes,No,Cellular,11,August,238,1,-1,0,N/A,No
48,Management,Married,Primary,No,3230,Yes,No,Telephone,20,November,207,3,-1,0,N/A,No
33,Management,Single,Tertiary,No,1439,Yes,No,Cellular,3,June,178,2,-1,0,N/A,No
46,Admin.,Married,Secondary,No,120,Yes,No,N/A,14,May,20,11,-1,0,N/A,No
44,Management,Married,Tertiary,No,1058,No,No,Cellular,11,March,188,3,-1,0,N/A,Yes
47,Blue-collar,Married,Primary,No,881,Yes,No,Cellular,14,May,143,1,370,2,Failure,No
38,Technician,Married,Secondary,No,6728,No,No,Cellular,25,November,232,1,96,4,Success,Yes
80,Retired,Married,Secondary,No,462,No,No,Cellular,7,December,127,2,-1,0,N/A,No
40,Self-employed,Married,Secondary,No,167,Yes,Yes,Cellular,8,May,380,4,295,1,Failure,No
43,Entrepreneur,Married,Tertiary,No,1574,Yes,No,Cellular,19,November,167,3,-1,0,N/A,No
32,Technician,Single,Tertiary,No,1625,No,No,Cellular,22,May,796,1,109,1,Failure,Yes
39,Management,Married,Tertiary,No,562,No,No,Cellular,13,September,303,2,-1,0,N/A,No
33,Technician,Married,Secondary,No,9305,Yes,No,Cellular,17,April,407,2,-1,0,N/A,No
31,Technician,Single,Secondary,No,35,No,Yes,Cellular,16,July,229,1,-1,0,N/A,No
36,Management,Single,Tertiary,No,0,No,No,Cellular,11,August,108,2,-1,0,N/A,No
35,Management,Single,Tertiary,No,2486,Yes,No,Cellular,25,May,265,1,-1,0,N/A,No
25,Services,Single,Secondary,No,368,No,No,Telephone,25,July,168,1,-1,0,N/A,No
33,Management,Single,Secondary,No,1558,Yes,No,Cellular,17,April,97,1,-1,0,N/A,No
23,Blue-collar,Single,Primary,No,8627,Yes,No,Cellular,15,May,169,1,346,1,Failure,No
31,Management,Single,Tertiary,No,2590,No,No,Cellular,23,September,103,2,484,2,other,No
36,Management,Married,Tertiary,No,0,Yes,Yes,N/A,3,June,599,3,-1,0,N/A,No
44,Technician,Single,Tertiary,No,900,Yes,No,Cellular,29,January,322,2,-1,0,N/A,No
31,Management,Single,Tertiary,No,385,Yes,No,N/A,21,May,304,1,-1,0,N/A,No
55,Blue-collar,Married,Primary,No,1649,Yes,No,Cellular,12,May,52,3,-1,0,N/A,No
51,Housemaid,Divorced,Secondary,No,9228,No,No,Cellular,18,July,655,4,-1,0,N/A,Yes
36,Admin.,Married,Secondary,No,0,Yes,Yes,Cellular,9,February,101,2,-1,0,N/A,No
27,Unemployed,Single,Tertiary,No,1,No,No,Cellular,3,February,65,2,-1,0,N/A,No
40,Services,Married,Secondary,No,771,Yes,No,Cellular,15,May,173,4,-1,0,N/A,No
49,Services,Married,Secondary,No,280,Yes,No,Telephone,14,July,162,3,-1,0,N/A,No
59,Retired,Married,Primary,No,46,No,No,Cellular,14,August,78,2,-1,0,N/A,No
32,Management,Married,Tertiary,No,2431,Yes,No,Cellular,14,May,646,5,-1,0,N/A,Yes
42,Retired,Single,Tertiary,No,308,No,No,Cellular,30,January,114,2,-1,0,N/A,No
35,Management,Divorced,Tertiary,No,160,Yes,No,N/A,4,June,141,6,-1,0,N/A,No
29,Blue-collar,Single,Secondary,No,555,Yes,No,Cellular,15,May,133,4,-1,0,N/A,No
29,Technician,Single,Secondary,No,778,Yes,No,N/A,6,June,1994,2,-1,0,N/A,No
37,Blue-collar,Single,Secondary,No,48,No,No,Cellular,6,May,140,2,-1,0,N/A,No
49,Admin.,Married,Primary,No,169,Yes,No,Cellular,15,May,82,3,-1,0,N/A,No
51,Services,Divorced,Secondary,No,12,Yes,No,Cellular,17,November,150,1,-1,0,N/A,No
61,Housemaid,Married,Primary,No,848,No,No,Cellular,27,April,605,1,187,1,other,No
43,Management,Married,Secondary,No,481,Yes,No,Telephone,18,November,164,1,110,2,other,No
42,Services,Married,Tertiary,No,12223,Yes,No,Cellular,19,November,36,1,-1,0,N/A,No
24,Blue-collar,Married,Secondary,No,-254,Yes,Yes,N/A,27,May,290,2,-1,0,N/A,No
46,Self-employed,Married,Tertiary,No,1148,No,No,Telephone,29,July,104,2,-1,0,N/A,No
23,Admin.,Single,Secondary,No,5,No,No,N/A,12,May,413,1,-1,0,N/A,No
26,Services,Single,Secondary,No,50,Yes,No,Cellular,12,August,153,1,-1,0,N/A,No
43,Blue-collar,Divorced,Primary,No,92,Yes,No,N/A,15,May,237,2,-1,0,N/A,No
35,Technician,Single,Tertiary,No,470,Yes,No,Cellular,25,July,743,13,-1,0,N/A,Yes
38,Technician,Married,Secondary,No,0,No,No,Cellular,28,August,82,4,-1,0,N/A,No
56,Unemployed,Divorced,Primary,No,109,No,No,Cellular,15,July,924,4,-1,0,N/A,No
31,Services,Married,Secondary,No,440,Yes,No,N/A,17,June,117,3,-1,0,N/A,No
32,Management,Single,Tertiary,No,0,No,No,Cellular,5,February,550,4,-1,0,N/A,Yes
28,Services,Single,Secondary,No,2685,No,Yes,N/A,24,August,5,1,-1,0,N/A,No
26,Admin.,Divorced,Secondary,Yes,-3,Yes,No,N/A,13,May,181,5,-1,0,N/A,No
49,Management,Married,Tertiary,No,7007,No,No,Cellular,17,November,325,2,-1,0,N/A,No
33,Admin.,Married,Secondary,No,220,Yes,No,N/A,27,May,345,1,-1,0,N/A,No
80,Retired,Married,Primary,No,1548,No,No,Cellular,6,August,331,2,-1,0,N/A,No
40,Blue-collar,Married,Secondary,No,326,Yes,Yes,Cellular,7,July,112,1,-1,0,N/A,No
42,Technician,Divorced,Secondary,No,0,Yes,No,N/A,30,May,115,6,-1,0,N/A,No
46,Blue-collar,Married,Secondary,No,123,No,No,Cellular,20,August,381,3,-1,0,N/A,No
32,Management,Single,Tertiary,No,697,No,No,Cellular,7,August,119,1,99,3,Failure,No
37,Services,Single,Tertiary,No,223,Yes,No,N/A,28,May,25,1,-1,0,N/A,No
32,Student,Married,Secondary,No,1694,Yes,No,Cellular,28,January,929,1,-1,0,N/A,No
53,Management,Married,Tertiary,No,4446,Yes,No,N/A,14,May,429,1,-1,0,N/A,No
39,Management,Married,Tertiary,No,894,Yes,No,Cellular,20,April,491,1,326,1,other,No
31,Technician,Divorced,Secondary,No,202,Yes,No,Cellular,18,July,146,1,-1,0,N/A,No
34,Management,Single,Tertiary,No,0,No,No,Cellular,21,August,191,2,-1,0,N/A,No
